,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class
19803,26,Private,292692,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
28390,47,Self-emp-inc,337050,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
6386,37,Private,301568,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
8141,19,Private,269657,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
10339,36,Private,135289,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
1835,23,Private,64292,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
9782,37,Local-gov,189878,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K
19183,29,Private,106179,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,Canada,<=50K
3445,41,Private,116391,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
26757,35,Self-emp-not-inc,348771,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
19918,23,Private,380281,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,25,Columbia,<=50K
5140,38,Private,33001,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
27168,56,Private,197369,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
25771,44,Private,187629,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,United-States,<=50K
31562,40,Private,196029,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,45,United-States,<=50K
8758,29,Private,243660,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
5940,53,Private,152373,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,>50K
19382,58,Private,194733,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27894,26,Private,33610,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
14655,32,Private,134886,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
19260,29,Private,54932,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
24614,57,Self-emp-not-inc,152030,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,>50K
660,44,Self-emp-not-inc,335183,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,>50K
29704,24,Private,224954,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
29986,44,Private,456236,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
31071,42,Private,176716,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
12507,24,Private,241367,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
9162,34,Local-gov,254270,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
12060,36,Private,592930,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,>50K
3923,57,Private,108426,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,48,England,<=50K
5282,54,Private,165278,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
22691,49,Private,139268,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
32055,34,Private,331126,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,0,0,30,United-States,<=50K
18709,54,Self-emp-not-inc,46704,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
1804,41,Private,107306,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,40,United-States,<=50K
27593,31,Self-emp-not-inc,369648,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
18874,44,Private,889965,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,3137,0,30,United-States,<=50K
29133,30,Private,356015,11th,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K
2481,44,Self-emp-inc,153132,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,52,United-States,>50K
8741,41,Self-emp-inc,253060,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,45,United-States,>50K
19591,41,Private,315834,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,<=50K
15692,39,Self-emp-inc,116358,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7688,0,40,?,>50K
27929,28,Private,148429,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8390,45,Local-gov,195418,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
12299,60,?,56248,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,1485,70,United-States,>50K
18902,68,Self-emp-not-inc,336329,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,<=50K
18024,22,Private,233624,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
28764,44,Private,260761,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
16794,18,?,256179,Some-college,10,Never-married,?,Own-child,White,Male,594,0,10,United-States,<=50K
32228,40,Private,177905,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,44,United-States,>50K
13012,39,Private,203070,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,49,United-States,<=50K
24170,41,State-gov,47902,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
12082,36,Private,242713,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,?,<=50K
11048,45,Private,190482,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
26161,49,State-gov,324791,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
17498,59,Private,193335,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
24858,54,Private,143822,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
1011,34,Private,124827,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
21945,34,Private,190385,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
12363,37,Local-gov,249392,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
2731,62,Private,160143,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,>50K
29548,50,Private,226497,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
12280,24,Private,122234,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,20,?,<=50K
3304,37,Private,175130,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
19729,40,Federal-gov,199303,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
1200,45,Federal-gov,320818,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,80,United-States,>50K
3484,42,Private,217826,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,?,<=50K
24148,46,Private,185291,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,>50K
3402,66,?,190324,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,18,United-States,<=50K
30945,49,Private,193366,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
27956,37,Private,324947,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
31271,74,Private,54732,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,>50K
22811,33,Private,134886,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,99999,0,30,United-States,>50K
11246,27,Federal-gov,276776,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
16079,51,Private,145714,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,?,>50K
15075,51,Local-gov,123011,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35,United-States,>50K
21629,25,Private,93223,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
8456,26,Private,186151,HS-grad,9,Separated,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
6991,57,Local-gov,174132,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1977,40,United-States,>50K
9660,37,Local-gov,365430,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Canada,>50K
15428,20,Private,451996,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
30328,17,Private,128617,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,26,United-States,<=50K
27252,41,Self-emp-not-inc,170214,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2179,40,United-States,<=50K
10794,24,Private,216563,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
29667,58,Private,407138,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2936,0,50,Mexico,<=50K
27729,34,Private,127610,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
1073,48,State-gov,55863,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,46,United-States,>50K
9044,37,Private,126011,Assoc-voc,11,Divorced,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
28483,32,Private,226267,5th-6th,3,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,El-Salvador,<=50K
20799,40,Private,96509,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
30247,34,Private,180284,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
30192,32,Private,318647,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
21647,36,Self-emp-inc,186035,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
25432,48,Local-gov,148549,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
25796,46,Private,456062,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,55,United-States,>50K
15128,42,Private,210534,5th-6th,3,Separated,Adm-clerical,Other-relative,White,Male,0,0,40,El-Salvador,<=50K
28273,28,Federal-gov,183445,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,70,Puerto-Rico,<=50K
2160,41,Private,220132,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
15629,28,Private,191355,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
24307,42,Private,191765,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,2339,40,Trinadad&Tobago,<=50K
23313,56,Private,117872,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
15232,59,Private,175942,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
14665,40,Private,26892,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
28702,42,Federal-gov,172307,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,>50K
14099,74,Self-emp-not-inc,43599,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
26677,60,Private,139391,Some-college,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,>50K
27434,52,Private,155983,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3781,23,Private,200973,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29738,31,Self-emp-not-inc,209213,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,?,<=50K
6833,28,Private,209205,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
2331,32,Private,235124,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
13301,41,Private,154076,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
6746,75,Self-emp-not-inc,146576,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Male,0,0,48,United-States,>50K
21497,46,Private,155489,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,>50K
12497,28,Self-emp-not-inc,188278,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
7793,21,State-gov,38251,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States,<=50K
22474,34,Private,198613,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,?,<=50K
5471,60,?,251572,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,35,Poland,<=50K
24108,41,Private,344624,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
30485,46,Private,295334,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
5465,49,Self-emp-inc,30751,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
21540,37,Private,270059,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,25236,0,25,United-States,>50K
1853,28,Private,236861,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
8223,48,Private,248164,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4386,0,50,United-States,>50K
5396,17,Private,265657,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
24606,47,Private,267205,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,?,>50K
8904,38,Federal-gov,307404,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29504,36,Private,306646,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
19691,52,State-gov,142757,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,>50K
18727,27,Private,164607,Bachelors,13,Separated,Tech-support,Own-child,White,Male,0,0,50,United-States,<=50K
23942,43,Private,180096,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
21255,51,Self-emp-inc,124963,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
26675,47,Private,160187,HS-grad,9,Separated,Prof-specialty,Other-relative,Black,Female,14084,0,38,United-States,>50K
18050,36,Private,189382,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
27487,58,Private,215190,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
12207,33,Private,144949,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
9031,43,Private,152629,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
12390,34,Private,183811,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
9210,28,Self-emp-not-inc,175406,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K
16703,30,Private,75167,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
25449,49,Private,83610,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,66,United-States,>50K
4191,26,Private,76996,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,38,United-States,<=50K
29760,58,Local-gov,212864,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,<=50K
10512,37,Private,100508,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
9342,69,?,28197,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,>50K
25214,28,Private,270973,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
13116,48,Private,174386,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,El-Salvador,>50K
13036,40,Private,257364,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
31568,28,?,60726,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,40,United-States,<=50K
3515,62,Self-emp-not-inc,192236,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
26784,28,Private,68642,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,46,United-States,<=50K
12500,60,Private,160339,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Columbia,<=50K
4905,43,Private,116852,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,36,Portugal,>50K
17494,70,Private,216390,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,2653,0,40,United-States,<=50K
13953,49,Private,94215,12th,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
26461,27,Private,300783,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,42,United-States,>50K
31057,33,Private,256062,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,Puerto-Rico,<=50K
12611,39,Private,287306,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
3808,51,Local-gov,420917,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
25527,58,Private,160662,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28733,22,Private,60668,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32182,50,Private,195690,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
341,38,Private,296478,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
